layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.09,5,66,honeycomb,205,75,120,pla,75,267,28,1.5,529.2170866,529,528,0.597613697,537.506035,538,536,0.441931182,544.0248818,544,544,0.273073349,554.4199017,564,551,0.403331255,548.9406377,552,548,0.564858903
0.14,8,82,honeycomb,205,65,40,pla,25,232,26,2.5,528.7271718,531,529,0.321235199,537.4387951,538,539,0.295523224,543.7442057,545,543,0.239116626,551.1864847,551,552,0.269747504,548.4039385,549,549,0.772038339
0.17,9,78,honeycomb,244,70,40,abs,75,354,32,2.1,529.9263497,530,529,0.785889786,538.1890241,538,538,0.197661638,545.2380385,546,545,0.244837761,552.5015913,552,552,0.308258948,550.2079308,553,549,0.470011539
0.11,9,58,grid,226,65,60,abs,25,165,32,2.8,529.7672784,530,530,0.892896339,538.085499,539,536,0.62918622,545.3362841,547,546,0.950512712,554.3484252,556,555,0.388254699,550.2064635,550,552,0.790432081
0.04,6,45,grid,218,80,60,pla,100,82,6,0.7,528.3978837,529,528,0.883418197,536.9873252,538,539,0.173206018,542.4769142,543,542,0.246328414,550.8800357,551,550,0.236208436,547.2342533,547,546,0.687623343
0.12,9,75,grid,247,70,40,abs,75,95,24,1.3,528.4285129,533,529,0.530737584,537.0858272,538,538,0.237748118,542.8582401,543,541,0.141312381,553.091683,554,551,0.137991992,547.6588488,547,547,0.181685791
0.04,9,80,grid,223,60,40,abs,25,47,8,1.1,528.7450066,529,529,0.946921278,537.254768,538,536,0.118627723,543.3309005,544,542,0.132169188,551.6328485,552,551,0.564688512,548.1626475,549,547,1.100405195
0.07,10,52,honeycomb,200,65,40,pla,0,99,21,2.6,529.1539875,529,528,0.66475643,537.4329422,538,536,0.182025945,543.5243345,543,542,0.215192619,552.1265283,552,551,0.439960257,548.5500336,549,547,0.19746919
0.11,9,86,honeycomb,206,75,60,pla,75,310,10,1.0,528.8585901,546,530,0.650082682,537.4948093,538,538,0.30744369,544.7290123,550,544,0.320703521,554.2186473,557,554,0.764523669,548.8579745,548,551,1.50050164
0.03,7,42,honeycomb,214,80,60,pla,100,104,7,1.4,530.7231761,529,528,0.423313596,538.1625581,538,536,0.168407425,544.9744915,543,541,0.516544514,552.1055417,552,551,0.394207623,550.5198583,556,547,0.107878923
0.16,9,23,honeycomb,225,75,60,abs,50,270,19,2.0,529.4990921,541,529,0.650132993,538.0195077,538,539,0.473121221,544.8823244,545,542,0.247699209,552.1251688,553,552,0.326097819,549.7196629,555,548,0.716051823
0.15,10,61,grid,250,75,60,abs,50,105,32,1.4,528.2560431,529,528,0.708115418,536.9410713,538,538,0.328748862,542.214769,543,542,0.131572097,550.7969085,551,550,0.135954736,546.8798156,547,547,0.177017807
0.08,7,86,grid,208,80,60,pla,75,167,13,0.8,528.4570285,530,529,0.423228731,537.1393836,538,536,0.53321076,543.3837251,547,544,0.393122451,551.2540573,551,553,0.683576657,547.8009475,547,549,1.11953419
0.11,8,86,grid,249,80,60,abs,100,352,14,0.5,531.0209624,530,528,0.58909099,537.9238144,538,536,0.13373493,544.5934982,543,542,0.164173307,553.221544,556,551,0.190081284,550.2380038,555,547,0.461586778
0.09,10,40,honeycomb,202,70,60,pla,50,75,36,2.1,528.3872892,529,529,0.172214448,537.1571474,538,539,0.751522802,543.2631008,545,542,0.296033668,552.3592297,552,551,0.322383175,547.8667526,547,547,0.11692214
0.08,7,39,grid,211,70,40,abs,25,202,15,1.6,529.8279087,533,532,0.969519085,538.2432232,539,538,0.63131626,546.20964,551,547,1.121103005,556.5455997,559,556,1.882962822,550.728393,548,552,0.831070885
0.09,8,17,grid,215,70,40,pla,25,69,24,2.0,533.6926387,536,531,0.907167415,539.7729607,539,539,0.997675187,547.5086068,546,546,1.120841225,556.3854373,559,556,0.78490901,553.497998,557,552,1.206841518
0.02,10,89,grid,214,65,40,abs,25,30,12,1.3,528.2412998,529,528,2.535897921,536.9090134,538,536,0.113349561,541.9160476,543,541,0.115117191,550.5555479,551,550,0.520477084,546.6274729,547,546,0.130271644
0.17,10,87,honeycomb,237,80,40,abs,100,192,10,2.5,528.2522272,530,530,0.152533669,537.0562828,538,538,0.125681532,542.851771,547,545,0.200031866,553.1188204,553,556,0.169713748,547.1448102,547,552,0.285410318
0.13,8,84,grid,218,70,60,abs,25,228,19,0.8,529.5699507,534,531,0.1956753,538.1420469,538,538,0.32272457,545.2526048,547,546,0.138323365,552.40752,551,555,0.766545606,550.3639163,549,551,0.775338512
0.16,3,22,honeycomb,210,80,120,pla,75,252,8,2.1,530.4732822,544,531,1.173469154,538.6071667,539,538,0.787011443,546.3815986,547,546,0.898695648,554.0315679,552,556,0.198927427,550.786643,548,552,1.188312998
0.2,7,57,honeycomb,205,65,60,pla,25,244,24,2.9,530.2421222,530,530,0.469774312,538.7901171,538,538,0.498263822,546.1055831,546,546,0.253720188,553.4323344,553,555,0.311239545,550.8812465,552,552,0.982710252
0.12,4,26,honeycomb,215,80,60,pla,100,278,15,1.5,530.2088488,538,530,1.402188319,538.3557566,538,539,0.942273808,545.9913642,548,545,0.770885283,553.7746445,555,555,0.30253326,550.6477487,552,552,0.805686008
0.06,9,89,honeycomb,208,75,60,pla,100,61,27,3.1,528.2345602,529,528,0.251141919,536.9040617,538,536,0.117760659,541.8383059,543,541,0.419748531,550.5386862,551,550,0.11373454,546.5190194,547,546,0.288803016
0.16,7,24,grid,220,65,40,abs,25,113,20,3.2,529.082025,529,531,0.212317357,538.2441477,538,538,0.157295528,545.5419547,548,546,0.376360191,553.3638144,553,555,0.354391573,549.9948373,549,552,0.27899982
0.05,8,70,honeycomb,228,80,40,abs,75,87,7,1.9,528.2577675,529,529,0.282184337,536.9848503,538,539,0.177776885,542.5114886,543,543,0.198457296,551.1164384,551,552,0.354155639,547.057422,547,548,0.118173114
0.17,5,81,grid,242,70,60,abs,50,221,22,2.4,528.2726552,532,529,0.675599895,537.0169769,538,538,0.79698974,542.7651276,546,543,0.436070772,551.8908681,553,551,0.403360273,547.136252,547,548,0.666723737
0.18,4,70,honeycomb,214,70,120,pla,50,368,20,1.4,533.2673813,539,530,1.967887232,539.4342118,539,538,0.660128569,547.1621739,548,546,0.49376306,557.512392,566,554,0.347683144,552.705634,559,550,0.660160999
0.2,9,76,honeycomb,250,80,60,pla,100,368,24,3.2,535.2114158,541,534,0.389281346,541.4190519,540,538,0.808690446,549.3140627,558,547,0.60044655,558.9636703,568,556,0.225363664,555.2920677,565,552,0.705698701
0.16,10,62,honeycomb,201,65,120,pla,75,125,27,1.9,529.9453781,529,529,1.218688473,538.1255143,539,536,0.73236863,545.3349132,549,545,0.221704756,553.0274114,558,554,0.36871997,549.8660415,558,550,1.474019344
0.08,8,85,grid,243,80,120,pla,100,96,16,1.4,530.3482835,529,531,1.625859812,538.6196762,539,538,0.570087761,546.4095628,550,547,0.400834377,553.8482564,554,556,0.548836694,551.0908878,552,552,1.259839537
0.18,4,31,honeycomb,246,80,40,pla,100,316,23,1.7,528.4551243,529,529,0.233298025,537.1807046,538,538,0.615272473,542.960898,543,543,0.208948216,551.1748951,551,552,0.124435121,547.7090886,547,548,0.329031726
0.03,4,17,honeycomb,207,70,60,abs,25,29,11,0.9,529.633298,529,529,0.757643292,537.5449929,538,536,0.260382612,544.1762887,543,543,0.236522295,552.3658986,551,552,0.673468572,549.1153575,547,548,0.35945006
0.05,10,87,grid,203,65,40,pla,50,139,29,1.1,528.6694053,529,528,0.515308695,537.092512,538,536,0.12625894,542.8908719,543,543,0.123479908,552.8306911,553,551,0.293167534,547.741337,547,547,0.202361046
0.2,9,61,honeycomb,209,60,60,pla,25,316,36,2.6,535.1153996,548,533,0.163599068,541.0652706,540,538,1.194767347,548.9021631,557,547,0.867352889,555.7973555,561,556,0.996981032,554.7927028,568,552,2.068204648
0.11,5,50,honeycomb,200,60,40,pla,0,59,18,2.1,530.0521308,532,530,0.51764839,538.3997187,539,538,0.94729024,545.7974189,550,544,0.61169829,553.9543916,558,554,0.971118652,550.7680642,556,551,0.289529113
0.18,2,73,grid,236,75,60,abs,50,179,18,2.8,528.2758814,529,533,0.228150278,537.2250554,538,538,0.20592905,543.691254,548,547,0.129385393,552.6300882,551,556,0.13291844,547.6654016,547,552,0.156863738
0.1,10,50,honeycomb,208,60,60,abs,0,35,37,3.1,528.2420514,532,528,0.367511651,536.916261,538,536,0.403791732,542.0020738,543,541,0.116874785,551.2220887,554,550,0.143118173,546.6573956,547,546,0.108581632
0.15,9,29,grid,210,65,40,abs,25,314,29,2.0,532.4997125,530,532,0.318836234,539.3476898,538,539,0.922145989,546.9490856,545,546,0.761890936,555.3226113,552,556,0.257690773,552.7380919,549,552,0.624615407
0.12,10,88,honeycomb,221,70,60,abs,25,175,16,1.6,530.867052,538,531,0.744137508,538.9054613,539,538,0.471495893,546.7715448,554,547,0.930345671,553.208954,553,556,1.821331192,551.9012595,556,552,1.571284067
0.11,8,90,honeycomb,219,80,60,pla,50,166,17,1.8,531.4417788,549,531,1.368545704,538.8398461,539,538,1.071582277,546.9193731,554,546,1.907479607,555.705195,563,556,2.06455745,551.7544217,558,552,1.290838762
0.05,8,35,honeycomb,203,80,60,pla,75,108,9,1.8,530.8923926,529,530,0.673818746,538.349989,538,536,0.153593963,545.5773609,544,543,0.153603814,553.2195864,552,552,0.161892191,550.8711971,550,549,0.251808178
0.04,8,90,honeycomb,210,75,60,pla,50,149,9,0.5,529.8298137,530,528,0.676676237,537.3543737,538,536,0.125475916,543.8469095,543,541,0.122306873,553.037421,555,551,0.73372318,548.7439855,549,547,0.392645469
0.2,8,81,honeycomb,217,80,60,pla,100,338,23,3.2,529.7278138,529,533,0.143001565,538.9036632,538,538,0.448055567,546.4027342,546,547,0.29312345,556.4261467,553,556,0.128751859,551.0174315,547,552,0.14945328
0.11,10,87,honeycomb,231,60,40,abs,50,120,37,2.9,528.6995745,529,529,0.258749594,537.3416328,538,536,0.131545079,543.4999383,544,542,0.118407828,552.4317136,552,551,0.191854761,548.3629601,548,547,0.127729414
0.17,8,77,grid,215,70,40,abs,75,253,21,2.2,528.4462039,529,529,0.325348472,537.2041975,538,539,0.870010954,543.3576548,546,543,0.812177449,552.0538182,553,552,0.345884776,547.937635,548,548,1.369775521
0.19,8,36,honeycomb,203,80,60,abs,100,310,31,3.2,536.088354,543,532,1.305700069,540.9400072,539,538,0.813842296,548.8095051,550,547,1.603819428,558.9295889,567,556,0.183048768,554.6625758,562,552,0.265624859
0.03,8,58,honeycomb,235,75,120,abs,50,93,11,0.6,528.2573453,529,528,0.510209789,536.9257294,538,536,0.110908055,542.0606371,543,541,0.11408004,550.7017332,551,550,0.450541163,546.7565478,547,546,0.338826413
0.11,9,90,grid,226,70,40,pla,75,40,32,2.6,528.321935,529,529,0.293385521,537.1193623,538,538,0.250067741,542.8215146,544,543,0.170310581,551.1517309,551,552,0.272525436,547.5060226,547,549,0.545467576
0.15,9,21,grid,242,80,60,abs,100,219,11,1.0,530.7342435,529,529,0.169463081,538.3151983,538,536,0.123357154,545.0082903,544,544,0.17070214,554.2173355,558,551,0.140706555,550.5936849,554,548,0.282208652
0.04,10,88,honeycomb,200,60,60,pla,25,62,32,2.0,529.6862098,529,528,1.741118997,537.5137263,538,536,0.185172463,543.7520754,543,542,0.260473312,551.7138695,552,550,0.386796388,549.0552637,551,546,0.674058235
0.15,4,61,honeycomb,211,80,40,pla,75,334,16,2.4,528.9980403,529,529,0.496221009,537.6852676,538,539,0.626962208,544.6892139,546,545,1.101788044,553.5552071,555,554,0.301619506,549.0122496,548,551,0.690485401
0.02,9,81,grid,218,65,40,abs,0,42,17,0.6,528.3077028,529,528,2.22189037,536.9401133,538,538,0.157569753,542.3464325,543,543,0.131992337,550.6953465,551,550,0.309981637,546.9988781,547,546,0.553455779
0.1,9,74,grid,224,60,60,abs,25,119,24,1.5,528.3310357,529,529,0.462831466,537.0001835,538,539,0.14605879,542.4853411,543,542,0.218015868,551.0062448,551,551,0.379090311,547.3149132,547,547,0.121586391
0.12,10,88,honeycomb,210,65,60,abs,50,141,28,2.1,528.4444191,530,528,0.411399325,537.1172919,538,539,0.20554204,542.8378911,543,541,0.13626875,551.6161894,551,550,0.152222184,547.5702162,547,547,0.213242712
0.13,9,69,grid,216,80,120,pla,100,244,24,0.7,529.1876586,530,530,0.750368248,537.4962951,538,539,0.57597263,544.2544984,543,544,0.272726033,552.7711696,551,554,0.183073535,548.98073,547,550,0.313955137
0.11,4,71,grid,209,70,40,abs,25,259,7,2.5,531.8775549,529,530,0.884870555,539.1960971,538,538,0.167871602,546.7601055,547,545,0.641257174,555.2803798,560,555,0.553337661,552.0589987,557,552,1.054659154
0.04,9,82,honeycomb,204,60,40,abs,0,75,15,1.9,528.3885405,529,528,0.563529779,537.059783,538,536,0.110548823,542.5490305,543,542,0.114742206,551.4066026,551,550,0.241920037,547.4253152,547,546,0.248038928
0.16,5,82,grid,228,65,60,abs,25,91,28,3.1,528.500855,531,530,0.25709372,537.370638,538,538,0.224109243,543.9062374,546,544,0.303278094,551.6898443,551,553,0.193275877,548.2427326,547,549,0.710239435
0.1,9,75,honeycomb,217,80,40,pla,75,75,22,2.6,528.2440938,529,529,0.624246988,536.9535388,538,538,0.409742069,542.4370911,544,545,0.538473246,550.58986,551,553,0.465999817,546.8475793,547,549,0.39713068
0.13,10,88,grid,208,70,60,pla,75,283,30,2.3,529.6464969,530,530,0.189735238,537.717493,538,539,0.206150726,544.7307118,544,544,0.177106215,553.1531183,551,554,0.225546933,549.4418964,547,550,0.33552076
0.19,8,22,honeycomb,238,80,120,pla,100,295,18,2.8,537.2871396,532,532,1.067829876,541.4190519,539,538,0.125484108,548.9928657,546,547,0.16314699,558.4983219,564,556,0.119255697,555.2778302,566,552,0.181191468
0.12,10,86,grid,225,65,40,abs,25,233,27,2.0,528.4631731,529,529,0.192957345,537.0983981,538,536,0.11565326,542.9657533,543,544,0.178270033,551.6713173,551,552,0.150109351,547.5820974,547,548,0.267104814
0.08,9,88,honeycomb,222,70,60,pla,25,38,35,2.9,528.3910785,529,529,0.411052219,537.0902248,538,536,0.369821326,542.8081242,543,542,0.225516788,551.5411105,551,551,0.451504241,547.5689376,547,547,0.154922999
0.15,10,90,grid,205,75,40,pla,50,129,25,2.8,528.2565643,529,530,0.270533114,536.9820422,538,538,0.172272632,542.680577,544,544,0.183682721,551.3187604,551,554,0.147519064,546.9949464,547,551,0.409279744
0.19,6,44,honeycomb,217,60,60,abs,0,336,24,2.5,536.2001758,547,534,1.268143667,541.4190519,541,538,1.296245995,549.3122445,557,547,0.513557959,559.1307507,567,556,1.475162908,555.3669273,565,552,2.002005926
0.13,4,11,grid,235,70,60,abs,100,297,24,1.3,536.1265334,529,530,1.277554785,540.5247609,538,537,0.311448833,548.1230728,545,546,0.337332935,557.7622932,567,554,0.142563007,554.3874293,567,550,0.713492127
0.19,3,58,grid,238,75,120,pla,50,368,23,1.9,529.4613774,543,530,1.931916147,538.0672729,538,538,1.005014631,545.6141033,548,547,1.004188946,555.8811777,563,556,0.482428547,550.1717486,551,552,1.014507562
0.18,10,68,honeycomb,232,70,40,pla,25,169,36,3.1,528.2346584,529,529,0.181685022,536.9096489,538,538,0.173452887,541.9799232,543,542,0.150643242,551.1401687,551,552,0.116635239,546.5863007,547,548,0.118000158
0.12,4,72,honeycomb,207,65,60,pla,25,106,18,3.0,528.3649615,529,530,0.659782668,537.2003874,538,538,0.559609212,543.6817976,546,545,0.714439159,552.1957394,552,555,0.387760145,547.7916185,547,551,1.243113501
0.12,10,89,grid,201,65,40,pla,50,240,32,2.2,529.0358527,529,530,0.520633754,537.4784633,538,536,0.455600916,544.2888234,544,545,0.57208711,551.3596084,551,554,0.389251051,548.9247196,547,550,0.812693499
0.19,8,85,honeycomb,201,65,40,pla,0,63,34,3.2,529.6247547,530,532,0.228116975,538.7035581,539,538,0.445059353,546.4468349,553,547,0.626015932,554.4545415,556,556,0.777254456,550.8745203,552,552,0.567926089
0.14,10,75,grid,206,75,120,pla,50,233,29,1.0,530.9175465,538,528,0.35368209,538.0330813,538,538,0.139397821,544.664493,543,542,0.114507422,552.6637147,553,551,0.235079021,549.9215006,552,547,0.687487338
0.14,9,89,grid,223,70,40,abs,25,263,29,1.2,529.3201389,533,530,0.738937752,537.8203596,538,539,0.457424713,544.7716844,548,544,0.263480301,552.9887545,555,553,1.678996904,549.6833509,552,550,0.398123337
0.18,7,74,honeycomb,227,60,40,abs,75,323,28,2.3,529.2713118,530,529,0.446404368,537.5791956,538,539,0.60965761,544.3568078,545,544,0.450179804,552.711102,554,553,0.181060125,548.9663431,550,549,0.391151895
0.19,9,58,honeycomb,205,60,40,pla,25,307,33,2.5,528.3969016,532,528,0.1361076,537.168116,538,538,0.201413949,542.8448014,543,541,0.118694869,552.2147611,552,551,0.143326008,547.5136929,547,547,0.196349199
0.07,10,88,honeycomb,222,70,60,pla,50,83,24,2.0,528.2651444,529,528,0.374012348,536.9651527,538,539,0.150198484,542.2263556,543,541,0.164438989,550.6744414,551,550,0.16651621,546.9792279,547,546,0.232280612
0.18,10,80,honeycomb,211,75,120,pla,50,200,32,3.2,529.9575667,539,530,0.527751371,538.6383133,539,538,0.780030897,545.9247344,547,546,1.290737993,551.8914509,551,555,0.517760951,550.8313353,553,551,0.320745461
0.08,8,87,honeycomb,217,75,60,pla,100,71,18,2.0,528.2409065,529,528,0.678242895,536.9127805,538,539,0.186681088,542.0405539,543,542,0.245263456,550.6927961,551,550,0.131010277,546.6445872,547,547,0.337055795
0.11,10,63,grid,225,60,120,abs,50,116,37,2.4,528.7822503,533,529,0.989623622,537.2218771,538,536,0.274233829,543.3347954,544,543,0.144430289,553.1342864,555,551,0.134428584,548.1280079,548,547,0.823690311
0.13,9,29,honeycomb,249,80,40,abs,100,256,14,0.6,530.9453007,543,530,1.378228815,538.6269726,539,538,0.32954095,546.0646504,546,546,0.136974342,556.5738817,559,555,0.243165645,551.4082934,549,551,0.748285383
0.19,3,10,honeycomb,230,80,60,pla,100,367,7,0.6,536.50374,548,532,0.623238111,541.4190519,539,538,0.652536392,549.1124677,552,547,0.227127481,559.4985858,570,556,0.240769247,555.1277791,568,552,2.267218063
0.19,5,40,grid,216,70,40,abs,0,249,24,2.6,534.3291282,540,533,0.216995789,540.7323097,539,538,0.507977549,548.5366945,553,547,0.463508222,555.4634113,554,556,0.94444238,554.3339758,559,552,0.565437514
0.07,5,86,grid,215,80,40,pla,75,94,23,0.9,528.5418903,529,531,0.17627524,537.2427722,538,538,0.18797403,543.4844712,543,545,0.19304226,551.8695003,551,554,0.219267847,548.2983182,547,550,0.192335038
0.13,9,38,grid,244,80,40,pla,100,116,26,1.4,529.8509503,529,531,0.181842326,538.3244368,538,538,0.226198872,545.2060768,544,546,0.127122156,553.7780627,553,555,0.29563286,550.4749467,548,552,0.196378081
0.18,8,64,grid,212,75,40,pla,50,317,21,0.6,531.1642655,532,531,0.134622682,538.6566673,538,538,0.228634173,546.0310607,544,547,0.114153819,556.1573946,557,556,0.332207491,551.0946186,548,552,0.432217214
0.07,6,29,grid,250,80,40,abs,100,108,12,0.7,529.1560508,529,529,0.251589157,537.5446715,538,539,0.19989456,543.8653348,543,542,0.18214923,553.5281919,553,551,0.133077095,549.2687216,547,548,0.292852204
0.09,9,10,grid,211,75,60,abs,50,61,10,0.9,529.02031,530,529,0.57697764,537.4766616,538,538,0.945617481,544.239951,546,545,0.838752974,554.6177153,559,553,0.346837479,549.0232636,548,550,0.748063834
0.03,10,65,honeycomb,225,65,60,abs,50,28,28,1.3,528.2345106,529,528,0.231314068,536.9037076,538,536,0.147631118,541.8163714,543,541,0.164868518,550.536801,551,550,0.347419572,546.5106814,547,546,0.146763914
0.08,8,34,honeycomb,200,60,40,pla,0,136,20,1.2,528.268815,529,529,0.167856844,536.9553471,538,536,0.168993122,542.3187027,543,542,0.128961753,551.5175526,551,551,0.229538288,547.0162227,547,547,0.219659758
0.17,10,88,grid,204,60,60,pla,25,326,31,2.5,529.1701052,534,530,1.456040848,537.4715071,538,536,0.735189891,544.4553069,546,544,1.117277824,552.4477056,552,553,0.134658666,549.0457898,548,549,1.246278865
0.09,9,65,honeycomb,229,75,120,abs,75,141,27,2.0,529.7563973,531,528,1.364205608,537.8347417,538,536,0.257315369,544.6132117,545,542,0.404942289,553.2424284,559,551,0.290969942,549.6773745,558,547,0.345307427
0.09,10,81,honeycomb,201,75,60,pla,75,43,34,3.2,528.2458369,529,528,0.166748387,536.9262997,538,536,0.125387755,542.1036378,543,541,0.163501153,550.7369865,551,550,0.124288538,546.7024727,547,546,0.113614217
0.15,2,24,honeycomb,201,65,40,pla,0,124,17,2.0,530.3829006,530,530,0.380812886,538.3104296,538,538,0.492969794,545.4038093,544,544,0.183368068,555.2504738,556,553,0.237094391,550.658182,549,549,0.638855002
0.17,10,38,honeycomb,204,65,40,abs,0,189,35,3.2,528.3318125,529,528,0.173300914,537.1202987,538,539,0.497514897,542.9004524,544,543,0.484675461,551.1912198,551,552,0.130530599,547.3466422,547,548,0.161679812
0.06,8,51,grid,230,80,40,abs,100,218,9,0.7,528.6820494,530,528,1.315866109,537.044799,538,536,0.480806879,542.8042337,544,542,1.624148942,550.9653835,551,550,0.428075329,547.7036941,548,546,1.041769662
0.1,4,64,grid,220,60,40,abs,0,138,19,2.0,528.2517993,529,529,0.495446024,536.9642318,538,538,0.421816594,542.5839951,544,542,0.260218998,551.1838251,551,553,0.444781089,546.9966433,547,549,0.848028313
0.14,10,90,honeycomb,208,60,60,pla,50,110,34,3.2,528.9614004,529,528,1.341699989,537.5474258,538,536,0.282738166,543.8096927,544,543,0.226199497,553.4300246,557,551,0.816804829,548.5374157,549,548,0.763811813
0.14,4,87,grid,246,60,40,abs,0,147,34,2.6,528.2375817,529,529,0.502882767,536.9184744,538,538,0.357373289,542.0751972,543,543,0.164185043,550.7507932,551,551,0.195925848,546.728523,547,547,0.311167588
0.05,7,74,grid,241,65,40,abs,0,32,22,2.5,528.279294,529,529,0.927873491,536.9692548,538,539,0.116824756,542.2933935,543,543,0.12247573,550.6609444,551,551,0.150730639,547.0556182,547,547,0.130263565
0.08,10,89,honeycomb,215,80,60,abs,50,56,29,2.7,528.3352285,529,529,0.551161986,537.148046,538,538,0.115237539,543.065137,544,543,0.181940373,550.9326158,551,553,0.24534785,547.5720069,547,549,0.110060551
0.04,9,15,honeycomb,245,80,40,abs,100,107,11,0.5,529.465026,529,530,1.167986613,537.8559047,538,536,0.648071339,544.840518,546,543,0.26981829,553.4365362,555,554,0.622996218,550.0224073,552,550,0.298530101
0.04,5,87,honeycomb,219,75,40,pla,75,99,17,0.9,531.8471216,529,530,1.59209311,538.6302629,539,538,0.522051869,546.3947679,547,546,0.870812431,553.1928517,552,555,1.319179261,551.7616063,554,551,1.021532007
0.16,10,87,honeycomb,204,65,40,pla,50,123,31,3.1,528.3359919,529,529,0.134386299,537.1088529,538,538,0.180030961,542.9823624,543,543,0.214654249,551.2724789,551,552,0.236889172,547.4591833,547,549,0.218416026
0.07,7,74,honeycomb,206,70,40,pla,0,108,16,2.8,528.2543946,529,529,0.228733413,536.9440523,538,536,0.115963963,542.1952756,543,544,0.251585573,550.7273456,551,551,0.118934549,546.8264997,547,548,0.116211837
0.12,9,19,grid,213,70,40,pla,25,44,25,2.2,528.2963848,529,529,0.617364839,537.0930469,538,538,1.065270503,543.2185981,546,545,0.911611913,551.8084157,552,553,0.949102526,547.5926815,547,550,1.258410934
0.19,9,66,honeycomb,250,80,120,abs,100,357,24,0.6,532.2893343,544,530,1.012332996,538.9736056,539,538,1.100503816,546.700526,548,546,0.521785134,555.7197707,562,555,0.599159669,552.0995041,558,551,1.054535189
0.06,8,83,honeycomb,220,70,120,pla,50,70,13,1.3,529.3747995,532,530,0.800827114,538.0933166,538,538,0.148869366,544.7918476,544,544,0.11479382,553.5825459,552,554,0.437598337,549.9606679,548,551,0.276038847
0.17,9,53,grid,203,60,60,pla,0,151,12,1.4,529.4243426,545,530,0.608678893,537.8239096,538,538,0.280208887,545.0071111,547,544,0.144709948,555.2175926,560,554,0.685880717,549.469811,549,551,0.927460843
0.08,5,85,honeycomb,212,75,40,pla,50,127,13,1.0,528.8616533,529,529,0.291070564,537.3834572,538,536,0.138200251,543.7955495,545,545,0.119288595,551.6676233,552,553,0.490341206,548.4150458,548,549,0.504753632
0.08,4,55,grid,241,80,60,pla,100,305,6,0.5,536.0811628,536,530,1.5608319,539.9287456,538,539,0.302062357,547.7560258,545,545,0.305035568,556.0411494,559,553,0.196875489,553.8883909,562,550,0.923139172
0.14,7,64,honeycomb,235,80,60,abs,100,79,16,2.2,528.7749669,529,530,0.24171062,537.6757982,538,538,0.111703168,544.4889211,545,546,0.13205506,554.0211866,553,554,0.117742315,548.9699244,547,550,0.134254721
0.07,10,84,honeycomb,236,80,60,abs,100,329,19,1.1,534.7599498,538,529,1.445142667,539.972063,538,536,0.285523422,547.4939469,546,543,0.372617107,555.0269923,562,553,0.622679312,553.6205897,568,549,1.004932941
0.04,5,81,honeycomb,226,70,40,pla,75,172,11,0.5,531.5554553,531,529,0.900277256,538.2223548,538,539,0.313759779,545.3316849,545,543,0.247489753,554.5196025,560,552,1.007633131,550.9997868,556,549,0.715815251
0.02,10,67,honeycomb,211,75,40,pla,100,26,12,1.4,528.2375285,529,528,1.468817942,536.9046912,538,536,0.151740862,541.8485014,543,541,0.151208441,550.5591925,551,550,0.137796711,546.5556208,547,546,0.191846195
0.02,7,26,grid,245,60,120,abs,50,91,7,0.6,528.4925771,535,528,2.508233999,536.9813777,538,536,0.304143234,542.4884159,545,541,0.972782862,551.33262,558,550,0.899129192,547.3230407,555,546,0.912900509
0.02,9,76,grid,203,60,120,abs,0,79,10,1.0,530.4712507,529,529,0.538418547,537.6305126,538,536,0.114328213,544.3809454,544,544,0.121050656,551.9972324,551,552,0.603228051,549.499977,548,548,0.411493764
0.13,9,68,grid,202,70,40,pla,75,289,14,1.1,528.9976787,532,528,0.868701407,537.1417518,538,539,0.71932443,543.0254983,543,541,0.458029402,552.0737017,555,550,0.122944837,547.786344,549,546,1.168361015
0.17,9,68,honeycomb,214,75,60,abs,75,213,13,2.5,530.2767002,534,530,0.393224669,538.422597,538,538,0.518958444,545.8362084,546,545,0.312741854,552.3491779,552,555,0.354346532,550.483431,551,552,1.15536691
0.04,8,80,honeycomb,246,80,40,abs,100,256,25,0.7,528.5900704,529,528,2.162545348,537.0700719,538,536,0.152730963,542.9846511,543,544,0.123372161,551.7705104,552,551,0.475008982,547.6727807,547,548,0.228347284
0.02,7,23,grid,203,80,120,abs,100,38,8,0.5,531.2437003,529,529,0.825961237,537.8132808,538,536,0.113490259,544.752511,543,542,0.114498546,553.9792946,554,551,0.726865506,550.2985435,550,547,0.323534264
0.16,7,39,grid,215,70,60,pla,50,226,19,1.3,530.2986882,548,529,2.249384233,538.125633,538,538,1.093155955,545.144885,546,542,0.431144042,553.284514,558,552,0.475169907,550.2917339,558,548,2.271241876
0.02,8,11,grid,203,65,60,pla,25,26,19,0.9,530.4426135,529,528,2.032027816,537.4871216,538,536,0.195403666,543.9571573,543,541,0.126514699,553.5937313,553,550,0.29703417,549.4971164,548,546,0.161625383
